SAMPN,PERNO,APURP1,MODE,ARR_HR,XCORD,YCORD,INCOM,AGE
1049908,1,1.0,6.0,3,-122.4181131,37.7865471,2,50
1049908,1,9.0,2.0,4,-122.4016528,37.7888576,2,50
1049908,1,1.0,2.0,13,-122.4181131,37.7865471,2,50
1049908,1,17.0,3.0,16,-122.42004409999998,37.7831107,2,50
1049908,1,1.0,3.0,18,-122.4181131,37.7865471,2,50
1052905,1,1.0,6.0,3,-122.124687,37.41475,2,65
1052905,1,35.0,5.0,10,-122.1041769,37.4238913,2,65
1052905,1,27.0,5.0,11,-122.124858,37.41128,2,65
1052905,1,29.0,5.0,12,-122.126302,37.415457,2,65
1052905,1,2.0,5.0,12,-122.124687,37.41475,2,65
1052905,1,35.0,5.0,13,-122.1041769,37.4238913,2,65
1052905,1,27.0,5.0,15,-122.0960728,37.4229385,2,65
1052905,1,1.0,5.0,15,-122.124687,37.41475,2,65
1052905,1,25.0,5.0,18,-122.1041769,37.4238913,2,65
1052905,1,2.0,5.0,21,-122.124687,37.41475,2,65
1089378,1,1.0,6.0,3,-122.136884,37.686076,2,33
1089378,1,9.0,5.0,6,-122.1193184,37.674085,2,33
1089378,1,7.0,5.0,16,-122.136884,37.686076,2,33
1089378,2,39.0,6.0,3,-122.136884,37.686076,2,8
1089378,2,5.0,1.0,15,-122.136884,37.686076,2,8
1089378,3,1.0,6.0,3,-122.136884,37.686076,2,1
1095358,1,1.0,6.0,3,-122.253282,37.814166,2,56
1095358,1,25.0,1.0,9,-122.3999587,37.7948177,2,56
1095358,1,1.0,1.0,10,-122.253282,37.814166,2,56
1121608,1,1.0,6.0,3,-121.948848,37.361109,2,75
1121608,1,9.0,5.0,8,-121.8646942,37.3073277,2,75
1121608,1,1.0,5.0,16,-121.948848,37.361109,2,75
1121608,1,1.0,1.0,22,-118.457111,34.025946000000005,2,75
1121694,1,1.0,6.0,3,-122.008744,37.350708,2,64
1121694,1,9.0,5.0,10,-121.9967341,37.3603691,2,64
1121694,1,1.0,5.0,17,-122.008744,37.350708,2,64
1121694,2,1.0,6.0,3,-122.008744,37.350708,2,64
1121694,2,30.0,5.0,10,-121.9967341,37.3603691,2,64
1121694,2,1.0,5.0,17,-122.008744,37.350708,2,64
1122153,1,1.0,6.0,3,-122.792653,38.422826,2,81
1122153,1,37.0,3.0,8,-122.780903,38.421066,2,81
1122153,1,1.0,3.0,10,-122.792653,38.422826,2,81
1124315,1,1.0,6.0,3,-121.975238,37.816654,2,69
1124315,1,29.0,5.0,14,-121.950114,37.808435,2,69
1124315,1,1.0,5.0,14,-121.975238,37.816654,2,69
1124315,1,27.0,5.0,17,-121.9179973,37.7978133,2,69
1124315,1,1.0,5.0,18,-121.975238,37.816654,2,69
1124585,1,1.0,6.0,3,-121.563894,37.009212,2,35
1124585,1,26.0,5.0,10,-121.570805,37.02438660000001,2,35
1124585,1,27.0,5.0,11,-121.862665,37.251743,2,35
1124585,1,24.0,5.0,13,-121.776902,37.22742,2,35
1124585,1,26.0,5.0,14,-121.916546,37.370332,2,35
1124585,1,1.0,5.0,15,-121.563894,37.009212,2,35
1124585,2,1.0,6.0,3,-121.563894,37.009212,2,17
1124585,2,26.0,5.0,10,-121.570805,37.02438660000001,2,17
1124585,2,27.0,5.0,11,-121.862665,37.251743,2,17
1124585,2,24.0,5.0,13,-121.776902,37.22742,2,17
1124585,2,26.0,5.0,14,-121.916546,37.370332,2,17
1124585,2,31.0,5.0,14,-121.7969136,37.2524846,2,17
1124585,2,1.0,5.0,15,-121.563894,37.009212,2,17
1125629,1,1.0,6.0,3,-121.964137,37.534636,2,75
1125629,1,27.0,5.0,10,-121.957079,37.531966,2,75
1125629,1,27.0,5.0,10,-121.942449,37.511422,2,75
1125629,1,1.0,5.0,11,-121.964137,37.534636,2,75
1125964,1,1.0,6.0,3,-122.627501,38.238532,2,71
1125964,1,30.0,5.0,11,-122.6372888,38.2318115,2,71
1125964,1,27.0,5.0,11,-122.6390084,38.2363537,2,71
1125964,1,8.0,5.0,12,-122.627501,38.238532,2,71
1126100,1,1.0,6.0,3,-122.4427146,37.7904612,2,52
1126100,1,9.0,5.0,8,-122.4333845,37.46801729999999,2,52
1126100,1,27.0,5.0,18,-122.476789,37.72792800000001,2,52
1126100,1,1.0,5.0,20,-122.4427146,37.7904612,2,52
1126371,1,1.0,6.0,3,-122.19881,37.473679,2,66
1126371,1,27.0,5.0,13,-122.108777,37.4010165,2,66
1126371,1,7.0,5.0,14,-122.19881,37.473679,2,66
1128657,1,1.0,6.0,3,-121.881148,37.304241,2,80
1128657,1,27.0,5.0,14,-121.911099,37.294386,2,80
1128657,1,29.0,5.0,16,-121.8729683,37.2504847,2,80
