HHID,PERID,AGE,MODE,ARR_HR,XCORD,YCORD
3000448,1,51.000,5.000,1,-74.330,40.397
3000448,1,51.000,5.000,8,-74.266,40.411
3000448,1,51.000,5.000,16,-74.317,40.396
3000448,2,19.000,5.000,1,-74.846,41.131
3000448,2,19.000,5.000,8,-74.505,40.534
3000448,2,19.000,5.000,16,-74.410,40.488
3000448,2,19.000,5.000,17,-74.330,40.394
3000448,3,51.000,1.000,1,-74.327,40.397
3000448,3,51.000,1.000,8,-73.990,40.748
3000448,3,51.000,1.000,18,-74.318,40.390
3000448,3,51.000,5.000,18,-74.298,40.416
3000448,3,51.000,5.000,19,-74.331,40.397
3000486,1,70.000,5.000,1,-73.792,41.023
3000486,1,70.000,5.000,8,-73.770,41.025
3000486,1,70.000,5.000,15,-73.796,41.016
3000486,1,70.000,5.000,15,-73.738,40.978
3000486,1,70.000,5.000,17,-73.794,41.021
3000486,2,56.000,5.000,1,-73.787,41.023
3000486,2,56.000,5.000,8,-73.795,41.052
3000486,2,56.000,5.000,17,-73.790,41.023
3000636,1,51.000,5.000,1,-74.959,40.782
3000636,1,51.000,5.000,7,-74.835,40.841
3000636,1,51.000,5.000,7,-74.923,40.763
3000636,1,51.000,5.000,8,-74.928,40.803
3000636,1,51.000,5.000,16,-74.918,40.844
3000636,1,51.000,5.000,17,-74.868,40.822
3000636,1,51.000,5.000,18,-74.834,40.853
3000636,1,51.000,5.000,19,-74.904,40.794
3000636,2,19.000,5.000,1,-74.921,40.763
3000636,2,19.000,5.000,6,-74.878,40.938
3000636,2,19.000,1.000,7,-73.982,40.752
3000636,2,19.000,1.000,20,-74.927,40.791
3000749,1,56.000,5.000,1,-74.146,40.559
3000749,1,56.000,5.000,3,-74.192,40.699
3000749,1,56.000,5.000,4,-74.149,40.557
3000749,1,56.000,5.000,17,-74.153,40.563
3000749,1,56.000,5.000,17,-74.151,40.563
3000749,2,56.000,1.000,1,-74.151,40.562
3000749,2,56.000,1.000,7,-74.006,40.708
3000749,2,56.000,1.000,17,-74.150,40.563
3001623,1,51.000,5.000,1,-74.205,40.951
3001623,1,51.000,5.000,9,-74.251,40.982
3001623,1,51.000,5.000,10,-74.208,41.035
3001623,1,51.000,5.000,17,-74.210,40.971
3001623,1,51.000,5.000,17,-74.235,40.983
3001623,1,51.000,5.000,19,-74.213,40.946
3001623,1,51.000,5.000,20,-74.248,40.989
3001623,2,51.000,5.000,1,-74.219,40.962
3001623,2,51.000,5.000,7,-73.828,40.794
3001623,2,51.000,5.000,18,-74.236,40.965
3001623,2,51.000,5.000,20,-74.248,40.967
3001623,2,51.000,5.000,20,-74.244,40.983
3001623,3,7.000,1.000,1,-74.225,40.968
3001623,3,7.000,1.000,7,-74.274,40.987
3001623,3,7.000,1.000,15,-74.219,40.957
3001623,4,7.000,1.000,1,-74.223,40.976
3001623,4,7.000,1.000,8,-74.263,40.972
3001623,4,7.000,1.000,15,-74.204,40.953
3002497,1,56.000,1.000,1,-73.962,40.767
3002497,1,56.000,1.000,9,-74.007,40.713
3002497,1,56.000,4.000,12,-74.009,40.720
3002497,1,56.000,4.000,13,-74.003,40.717
3002497,1,56.000,1.000,17,-73.960,40.766
3002497,2,56.000,4.000,1,-73.963,40.766
3002497,2,56.000,4.000,7,-73.979,40.752
3002497,2,56.000,1.000,9,-73.973,40.757
3002497,2,56.000,3.000,13,-73.973,40.758
3002497,2,56.000,3.000,13,-73.972,40.757
3002497,2,56.000,1.000,19,-73.960,40.765
3003004,1,51.000,5.000,1,-73.307,40.715
3003004,1,51.000,5.000,6,-73.334,40.706
3003004,1,51.000,1.000,12,-73.813,40.697
3003004,1,51.000,1.000,18,-73.289,40.719
3003004,2,51.000,5.000,1,-73.294,40.719
3003004,2,51.000,5.000,6,-73.330,40.700
3003004,2,51.000,5.000,6,-73.313,40.707
3003004,2,51.000,5.000,8,-73.299,40.726
3003004,2,51.000,5.000,12,-73.308,40.717
3003004,2,51.000,5.000,12,-73.307,40.732
3003004,2,51.000,5.000,15,-73.303,40.712
3003004,2,51.000,5.000,16,-73.263,40.723
3003004,2,51.000,5.000,16,-73.313,40.712
3003004,2,51.000,5.000,18,-73.333,40.701
3003004,2,51.000,5.000,18,-73.299,40.711
3003004,3,17.000,5.000,1,-73.315,40.707
3003004,3,17.000,5.000,7,-73.294,40.711
3003004,3,17.000,5.000,11,-73.295,40.720
3003004,3,17.000,5.000,11,-73.305,40.702
3003004,3,17.000,5.000,11,-73.300,40.707
3003004,3,17.000,5.000,13,-73.293,40.724
3003004,3,17.000,5.000,14,-73.301,40.696
3003004,3,17.000,1.000,17,-73.376,40.714
3003004,3,17.000,1.000,18,-73.297,40.711
3003004,4,17.000,5.000,1,-73.308,40.716
3003004,4,17.000,5.000,7,-73.293,40.698
3003004,4,17.000,3.000,14,-73.314,40.700
3003004,4,17.000,3.000,15,-73.291,40.719
3003044,1,70.000,5.000,1,-74.454,40.995
3003044,1,70.000,5.000,9,-74.526,40.912
3003044,1,70.000,5.000,9,-74.527,40.917
3003044,1,70.000,5.000,10,-74.487,40.917
3003044,1,70.000,5.000,10,-74.441,41.000
3003044,2,56.000,5.000,1,-74.442,41.043
3003044,2,56.000,5.000,8,-74.482,40.825
3003044,2,56.000,5.000,17,-74.532,40.933
3003044,4,19.000,5.000,1,-74.497,41.009
3003044,4,19.000,5.000,7,-74.468,40.893
3003044,4,19.000,5.000,16,-74.442,41.032
3003501,1,56.000,3.000,1,-74.003,40.212
3003501,1,56.000,3.000,10,-74.013,40.211
3003501,1,56.000,3.000,11,-74.012,40.214
3003501,1,56.000,3.000,11,-74.011,40.208
3003501,1,56.000,5.000,13,-74.082,40.206
3003501,1,56.000,5.000,15,-74.025,40.200
3003501,1,56.000,5.000,15,-74.051,40.225
3003501,1,56.000,5.000,16,-74.013,40.210
3003501,2,70.000,5.000,1,-74.009,40.212
3003501,2,70.000,5.000,13,-74.062,40.203
3003501,2,70.000,5.000,15,-74.034,40.201
3003501,2,70.000,5.000,15,-74.048,40.227
3003501,2,70.000,5.000,16,-74.013,40.213
3003910,1,56.000,5.000,1,-74.796,40.321
3003910,1,56.000,5.000,7,-74.759,40.220
3003910,1,56.000,5.000,16,-74.762,40.218
3003910,1,56.000,5.000,18,-74.790,40.322
3003910,2,56.000,5.000,1,-74.797,40.319
3003910,2,56.000,5.000,8,-74.765,40.211
3003910,2,56.000,5.000,17,-74.790,40.330
3004149,1,56.000,5.000,1,-74.200,40.856
3004149,1,56.000,5.000,6,-74.212,40.848
3004149,1,56.000,5.000,6,-74.204,40.847
3004149,1,56.000,5.000,13,-74.210,40.846
3004149,1,56.000,5.000,13,-74.200,40.851
3004149,1,56.000,5.000,18,-74.210,40.873
3004149,1,56.000,5.000,18,-74.205,40.860
3004149,2,56.000,1.000,1,-74.208,40.843
3004149,2,56.000,1.000,8,-74.009,40.707
3004149,2,56.000,1.000,18,-74.202,40.852
3004769,1,51.000,5.000,1,-73.545,40.661
3004769,1,51.000,5.000,13,-73.546,40.662
3004769,1,51.000,5.000,14,-73.553,40.674
3004769,1,51.000,5.000,17,-73.566,40.744
3004769,1,51.000,5.000,22,-73.548,40.663
3004834,1,70.000,5.000,1,-73.141,40.734
3004834,1,70.000,5.000,9,-73.113,40.741
3004834,1,70.000,5.000,9,-73.131,40.738
3004834,1,70.000,5.000,9,-73.119,40.737
3004834,1,70.000,5.000,9,-73.152,40.735
3004834,1,70.000,5.000,13,-73.534,40.868
3004834,1,70.000,5.000,14,-73.153,40.734
3004834,1,70.000,5.000,14,-73.126,40.747
3004834,1,70.000,5.000,15,-73.073,40.735
3004834,1,70.000,5.000,15,-73.153,40.732
3004834,1,70.000,5.000,16,-72.911,40.771
3004834,1,70.000,5.000,19,-73.148,40.729
3004834,2,56.000,5.000,1,-73.141,40.734
3004834,2,56.000,5.000,7,-73.531,40.874
3004834,2,56.000,5.000,14,-73.141,40.734
3004834,2,56.000,5.000,14,-73.128,40.745
3004834,2,56.000,5.000,15,-73.075,40.725
3004834,2,56.000,5.000,15,-73.150,40.738
3004926,1,56.000,1.000,1,-74.153,40.625
3004926,1,56.000,1.000,7,-74.009,40.721
3004926,1,56.000,1.000,18,-74.158,40.626
3004926,2,56.000,5.000,1,-74.154,40.622
3004926,2,56.000,5.000,7,-73.890,40.765
3004926,2,56.000,5.000,17,-74.158,40.622
3005470,1,51.000,5.000,1,-73.853,41.085
3005470,1,51.000,5.000,7,-73.728,41.088
3005470,1,51.000,5.000,20,-73.867,41.052
3005498,1,51.000,1.000,1,-73.979,40.788
3005498,1,51.000,1.000,8,-73.984,40.772
3005498,1,51.000,3.000,9,-73.979,40.789
3005498,1,51.000,3.000,14,-73.968,40.792
3005498,1,51.000,3.000,15,-73.978,40.789
3005498,1,51.000,3.000,15,-73.979,40.788
3005498,1,51.000,3.000,16,-73.980,40.788
3005498,2,7.000,1.000,1,-73.977,40.786
3005498,2,7.000,1.000,8,-73.980,40.772
3005498,2,7.000,1.000,16,-73.982,40.788
3005498,3,7.000,5.000,1,-73.977,40.788
3005498,3,7.000,5.000,8,-73.969,40.793
3005498,3,7.000,2.000,15,-73.980,40.788
3005498,3,7.000,2.000,15,-73.981,40.790
3005498,3,7.000,2.000,16,-73.981,40.790
3005498,4,51.000,5.000,1,-73.978,40.786
3005498,4,51.000,5.000,8,-73.968,40.792
3005498,4,51.000,5.000,8,-74.152,40.827
3005498,4,51.000,5.000,18,-73.977,40.786
3005531,1,56.000,5.000,1,-74.318,40.792
3005531,1,56.000,5.000,8,-74.319,40.812
3005531,1,56.000,5.000,16,-74.323,40.785
3005531,2,56.000,5.000,1,-74.322,40.793
3005531,2,56.000,5.000,9,-74.296,40.805
3005531,2,56.000,5.000,10,-74.325,40.794
3005531,2,56.000,5.000,12,-74.359,40.790
3005531,2,56.000,5.000,13,-74.310,40.783
3005531,2,56.000,5.000,14,-74.314,40.792
3005531,2,56.000,3.000,14,-74.319,40.787
3005531,2,56.000,3.000,15,-74.322,40.791
3005531,3,51.000,5.000,1,-74.322,40.781
3005531,3,51.000,5.000,16,-74.412,40.835
3005531,3,51.000,5.000,19,-74.319,40.791
3005773,1,56.000,1.000,1,-73.709,40.661
3005773,1,56.000,1.000,7,-73.985,40.768
3005773,1,56.000,1.000,16,-73.718,40.665
3005773,3,31.000,1.000,1,-73.726,40.667
3005773,3,31.000,1.000,13,-73.644,40.658
3005773,3,31.000,5.000,22,-73.721,40.671
3007098,1,56.000,1.000,1,-73.996,40.725
3007098,1,56.000,1.000,9,-73.994,40.746
3007098,1,56.000,1.000,18,-73.996,40.726
3007098,2,56.000,1.000,1,-73.992,40.726
3007098,2,56.000,1.000,10,-73.940,40.746
3007098,2,56.000,1.000,18,-73.994,40.728
3007266,1,56.000,5.000,1,-74.480,40.507
